FID,COUNTYNS,GEOID,ALAND,AWATER,NAME,State,B25010_001E,B25010_001M,B25010_002E,B25010_002M,B25010_003E,B25010_003M,B01001_001E,B01001_001M,B01001_calc_PopDensity,created_user,created_date,last_edited_user,last_edited_date,B01001_calc_PopDensityM,SHAPE_Length,SHAPE_Area
2414,01266995,46103,7191808283,19906975,Pennington County,South Dakota,2.42,0.03,2.51,0.04,2.22,0.09,109294,,15.1970124479471,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,6.23019559208441,0.809277621761923
2415,01266990,46105,7434503230,50539948,Perkins County,South Dakota,2.18,0.1,2.2,0.12,2.13,0.23,2907,95,0.391014693257454,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.01277825794959,3.72677267029316,0.861542344268861
2416,01265761,46107,2230336531,97171992,Potter County,South Dakota,2.25,0.12,2.31,0.13,1.95,0.36,2326,104,1.042891943736,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0466297343716871,2.39828543037745,0.265921079568834
2417,01265786,46109,2851702814,89947544,Roberts County,South Dakota,2.63,0.07,2.49,0.1,2.93,0.21,10285,,3.60661705332946,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.08675721161876,0.339416306881721
2418,01266977,46111,1474346384,3115012,Sanborn County,South Dakota,2.23,0.12,2.31,0.13,2.02,0.18,2388,,1.61970078803408,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.65455747656826,0.16585041077472
2419,01266987,46115,3894132587,16076444,Spink County,South Dakota,2.42,0.08,2.58,0.11,1.95,0.19,6543,,1.68022013986962,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.69981634384362,0.445776096106692
2420,01266998,46117,3741060735,188383658,Stanley County,South Dakota,2.37,0.12,2.48,0.12,1.89,0.31,2997,,0.801109688479837,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.79624953467839,0.443978216049498
2421,01266982,46119,2607401993,164384696,Sully County,South Dakota,2.33,0.18,2.34,0.2,2.29,0.53,1331,104,0.510469810015214,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.039886446462496,2.79226996658428,0.314790552760742
2422,01266989,46121,3596445663,5854544,Todd County,South Dakota,3.74,0.11,3.44,0.26,3.98,0.22,10146,,2.82111866846242,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.84308644060415,0.398907029362054
2423,01265784,46123,4176247347,13272786,Tripp County,South Dakota,2.21,0.12,2.24,0.12,2.13,0.31,5468,,1.30930942199291,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.32586831338939,0.465082909107969
2424,01265770,46125,1598188434,1636386,Turner County,South Dakota,2.33,0.06,2.45,0.07,1.9,0.14,8264,,5.17085459022913,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.78603594043884,0.177496458069639
2425,01265763,46127,1193316452,16540918,Union County,South Dakota,2.33,0.06,2.49,0.09,1.95,0.18,15177,,12.7183363428564,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.70986084772864,0.133202133420627
2426,01266973,46129,1835374266,93215243,Walworth County,South Dakota,2.25,0.12,2.25,0.15,2.23,0.28,5510,,3.00211248575935,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.16885425686046,0.221747064963377
2427,01266975,46135,1349873590,28676614,Yankton County,South Dakota,2.24,0.04,2.45,0.08,1.83,0.1,22717,,16.8289832235328,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.70059457275639,0.152203368142345
2428,01266993,46137,5079588993,24212302,Ziebach County,South Dakota,3.78,0.22,3.24,0.23,4.51,0.51,2814,,0.553981828820771,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.82586565102262,0.582276465425285
2429,01639722,47001,873352572,19665032,Anderson County,Tennessee,2.45,0.05,2.47,0.06,2.39,0.11,75775,,86.7633558649439,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.85454344170559,0.0893940636794063
2430,01639723,47003,1226719775,2980755,Bedford County,Tennessee,2.79,0.06,2.73,0.08,2.91,0.15,47558,,38.7684302227866,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.85355869680535,0.12217970078975
2431,01639724,47005,1021248372,108583505,Benton County,Tennessee,2.35,0.08,2.41,0.1,2.16,0.21,16112,,15.7767693361865,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.96118215986824,0.113031441111414
2432,01639725,47007,1052635795,838360,Bledsoe County,Tennessee,2.77,0.09,2.78,0.12,2.75,0.32,14602,,13.8718444397951,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.75119428208956,0.104776378099573
2433,01639726,47009,1447329095,20166379,Blount County,Tennessee,2.52,0.03,2.54,0.05,2.45,0.09,128443,,88.7448476256881,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.24161223317188,0.146117041915646
2434,01639727,47011,851489146,6959141,Bradley County,Tennessee,2.55,0.03,2.62,0.05,2.41,0.09,104557,,122.79310956713,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.38676154669371,0.084921088555535
2435,01639728,47013,1243615770,46494677,Campbell County,Tennessee,2.42,0.07,2.45,0.07,2.34,0.13,39687,,31.9125898508026,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.05403001013747,0.129608375357491
2436,01648572,47015,687992430,156144,Cannon County,Tennessee,2.5,0.08,2.51,0.11,2.47,0.23,13976,,20.314177003372,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.2956476863724,0.0686210159064402
2437,01639729,47017,1547925982,6308712,Carroll County,Tennessee,2.45,0.08,2.39,0.09,2.62,0.21,28018,,18.1003486767496,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.82176575984053,0.155302395180158
2438,01639730,47019,883854964,16670132,Carter County,Tennessee,2.32,0.05,2.32,0.06,2.31,0.11,56391,,63.8011917077381,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.6655474520431,0.0903430576888151
2439,01639731,47021,783392123,11965175,Cheatham County,Tennessee,2.65,0.04,2.65,0.07,2.64,0.15,39929,,50.9693662058943,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.75230964025977,0.0797606950863153
2440,01639732,47023,740053450,575590,Chester County,Tennessee,2.67,0.11,2.62,0.12,2.84,0.31,17150,,23.1740018237872,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.56573451157157,0.0735041669513431
2441,01639733,47025,1125609177,18062632,Claiborne County,Tennessee,2.29,0.05,2.38,0.07,2.09,0.14,31613,,28.085236550981,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.9415642503567,0.115016504576484
2442,01648573,47027,612626304,59071215,Clay County,Tennessee,2.39,0.18,2.4,0.17,2.34,0.36,7686,,12.5459843134649,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.58334412840661,0.0676071343086975
2443,01639734,47029,1128782873,18734377,Cocke County,Tennessee,2.47,0.08,2.47,0.1,2.47,0.19,35336,,31.3045146637337,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.91991529931102,0.114594310895418
2444,01639735,47031,1111013493,14476369,Coffee County,Tennessee,2.49,0.04,2.47,0.06,2.53,0.14,54531,,49.0822121815581,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.00807299266426,0.111793932526375
2445,01648574,47033,687766536,494100,Crockett County,Tennessee,2.68,0.09,2.53,0.11,3.02,0.2,14499,,21.0812815702333,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.59127441529407,0.0686363015229932
2446,01639736,47035,1763849845,9823726,Cumberland County,Tennessee,2.28,0.05,2.25,0.04,2.42,0.14,58634,,33.2420586515401,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.05791799268293,0.177178997410737
2447,01639737,47037,1304032668,56590440,Davidson County,Tennessee,2.38,0.02,2.46,0.03,2.3,0.03,684017,,524.539773262797,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.08303079512196,0.13629018598311
2448,01639739,47039,864738982,28503792,Decatur County,Tennessee,2.48,0.12,2.45,0.15,2.58,0.28,11683,,13.5104352217118,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.66868481304749,0.0888473829625737
2449,01639738,47041,788354548,63715774,DeKalb County,Tennessee,2.58,0.09,2.54,0.09,2.66,0.22,19601,,24.8631786925392,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.75135253894763,0.0851477197661554
2450,01639740,47043,1268830627,3682667,Dickson County,Tennessee,2.7,0.05,2.75,0.07,2.57,0.16,51988,,40.9731597691013,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.75072870990909,0.127431751336246
2451,01639741,47045,1326943233,36772008,Dyer County,Tennessee,2.44,0.05,2.39,0.09,2.51,0.11,37576,,28.3177147789863,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.9239683649155,0.13641119312911
2452,01639742,47047,1825359412,3774866,Fayette County,Tennessee,2.54,0.04,2.55,0.06,2.51,0.16,39692,,21.7447587248094,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.73550766476209,0.181039267563171
2453,01639743,47049,1291397315,829331,Fentress County,Tennessee,2.41,0.08,2.43,0.1,2.32,0.22,17994,,13.9337443178748,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.89740649724771,0.129783257641726
2454,01639744,47051,1436115984,55072291,Franklin County,Tennessee,2.41,0.05,2.38,0.06,2.48,0.16,41512,,28.9057433121641,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.90448129382456,0.147515794231673
2455,01639745,47053,1561102692,2345196,Gibson County,Tennessee,2.5,0.06,2.53,0.08,2.43,0.15,49175,,31.5001698812009,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.00243885490573,0.156268641288777
2456,01639746,47055,1582304828,642572,Giles County,Tennessee,2.47,0.07,2.48,0.08,2.44,0.13,29167,,18.4332370627134,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.92951170855298,0.156682484962358
2457,01648575,47057,726715762,56600343,Grainger County,Tennessee,2.56,0.07,2.52,0.08,2.69,0.2,23013,,31.66712654844,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.18524959218315,0.0785680186635885
2458,01639747,47059,1611409743,5099752,Greene County,Tennessee,2.45,0.05,2.47,0.06,2.37,0.12,68669,,42.6142390526678,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.05274457544749,0.161933570978221
2459,01639748,47061,933548206,1753031,Grundy County,Tennessee,2.72,0.1,2.76,0.12,2.57,0.26,13331,,14.2799267507778,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.46980486122315,0.0927867808486534
2460,01648576,47063,417477290,37851130,Hamblen County,Tennessee,2.58,0.05,2.56,0.06,2.6,0.12,63740,,152.678963686863,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.49560902524293,0.0456363142707465
2461,01639749,47065,1404654388,86645833,Hamilton County,Tennessee,2.46,0.03,2.56,0.03,2.27,0.04,357546,,254.543753292287,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.98871729741468,0.147573144761205
2462,01648577,47067,575816107,2988718,Hancock County,Tennessee,2.28,0.11,2.27,0.12,2.31,0.3,6585,,11.435942690641,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.64062945865971,0.0582370024864677
2463,01639750,47069,1729448606,6829952,Hardeman County,Tennessee,2.43,0.07,2.35,0.1,2.63,0.22,25562,,14.7804334348632,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.64982909578783,0.171869227633649
2464,01639751,47071,1495273049,49117375,Hardin County,Tennessee,2.46,0.07,2.45,0.09,2.5,0.21,25771,,17.2349792683249,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.74874131321332,0.152859592576094
2465,01639752,47073,1261465148,32544793,Hawkins County,Tennessee,2.39,0.04,2.4,0.06,2.37,0.12,56402,,44.7115008206315,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.19941918503588,0.130062034141096
2466,01639753,47075,1380741546,2472509,Haywood County,Tennessee,2.47,0.07,2.51,0.1,2.41,0.16,17779,,12.87641416419,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.72540607773074,0.137549373724847
2467,01639754,47077,1346816747,15219341,Henderson County,Tennessee,2.58,0.08,2.62,0.11,2.46,0.2,27859,,20.6850709735049,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.65685246029702,0.135561607773547
2468,01639755,47079,1455159717,81742882,Henry County,Tennessee,2.37,0.06,2.35,0.07,2.43,0.15,32279,,22.1824447329722,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.98178190072216,0.154262185072603
2469,01639756,47081,1586324709,373710,Hickman County,Tennessee,2.66,0.09,2.7,0.11,2.5,0.28,24678,,15.556714120375,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.86503315921953,0.158212362526772
2470,01648578,47083,518758194,17303404,Houston County,Tennessee,2.7,0.15,2.66,0.18,2.84,0.44,8176,,15.7607149044859,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.22269202263433,0.0537744973341132
2471,01639757,47085,1374668729,67184110,Humphreys County,Tennessee,2.64,0.1,2.65,0.14,2.61,0.32,18318,,13.325392229825,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.8189775199038,0.144194511395681
2472,01639758,47087,799368962,28196490,Jackson County,Tennessee,2.51,0.1,2.54,0.13,2.43,0.28,11615,,14.5302113944224,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.42697743625977,0.0830931337545799
2473,01639759,47089,712051940,102023536,Jefferson County,Tennessee,2.58,0.05,2.54,0.07,2.68,0.16,53247,,74.779657225567,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.77579510825353,0.0814230029003808
2474,01639760,47091,772956183,11007739,Johnson County,Tennessee,2.31,0.1,2.38,0.11,2.08,0.22,17789,,23.0142411578329,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.59378209205552,0.0788106442089625
2475,01639761,47093,1316572232,45558452,Knox County,Tennessee,2.43,0.02,2.51,0.03,2.28,0.03,456185,,346.494471713877,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.3051066805215,0.136140882772749
2476,01639762,47095,429381244,72799687,Lake County,Tennessee,2.19,0.11,2.16,0.14,2.24,0.21,7526,,17.5275471510814,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.48799443173471,0.0504072278088035
2477,01639763,47097,1222389174,92231158,Lauderdale County,Tennessee,2.41,0.05,2.37,0.08,2.47,0.12,26297,,21.512788692286,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.8615812732976,0.131014592104684
2478,01639764,47099,1598348832,2228678,Lawrence County,Tennessee,2.63,0.05,2.71,0.07,2.42,0.14,42937,,26.8633474372883,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.89916421082173,0.158456526222562
2479,01639765,47101,730614735,1024940,Lewis County,Tennessee,2.46,0.1,2.49,0.13,2.37,0.35,11956,,16.3643017684279,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.54081019245796,0.0727056769039732
2480,01639766,47103,1477179212,971039,Lincoln County,Tennessee,2.45,0.06,2.43,0.09,2.49,0.16,33711,,22.8211984884066,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.87390582199729,0.146200475834714
2481,01639767,47105,593811785,46869993,Loudon County,Tennessee,2.53,0.05,2.46,0.07,2.78,0.18,51610,,86.9130611814988,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.91660440529452,0.0638294108947105
2482,01639773,47107,1113997274,5340568,McMinn County,Tennessee,2.53,0.05,2.61,0.07,2.27,0.13,52773,,47.3726473409665,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.73207141090119,0.111093480840684
2483,01639774,47109,1457753398,1994997,McNairy County,Tennessee,2.55,0.08,2.52,0.09,2.63,0.19,25903,,17.7691233891399,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.68039670064439,0.144441353528131
2484,01639768,47111,795498350,246690,Macon County,Tennessee,2.51,0.07,2.53,0.1,2.45,0.17,23487,,29.5248883922889,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.25104905069965,0.0800731887850433
2485,01639769,47113,1442901118,3930432,Madison County,Tennessee,2.49,0.04,2.51,0.05,2.45,0.08,97682,,67.6983327418837,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.63340516039102,0.143919593077313
2486,01639770,47115,1290468301,36484703,Marion County,Tennessee,2.43,0.06,2.48,0.07,2.29,0.12,28417,,22.0206881315715,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.63130581967207,0.131228181538845
2487,01639771,47117,972442320,1801922,Marshall County,Tennessee,2.58,0.06,2.56,0.09,2.64,0.19,32269,,33.1834591485076,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.8365018185926,0.0967451766917381
2488,01639772,47119,1588021132,6319196,Maury County,Tennessee,2.64,0.04,2.67,0.05,2.57,0.1,89776,,56.5332527325587,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.15931790113677,0.158609764154339
2489,01639775,47121,505397666,55976973,Meigs County,Tennessee,2.47,0.08,2.46,0.09,2.54,0.25,11962,,23.6684907840473,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.81287475757798,0.0557760416643071
2490,01639776,47123,1646462896,43728871,Monroe County,Tennessee,2.56,0.06,2.55,0.08,2.61,0.2,45876,,27.8633670466875,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.60723224079009,0.167787067033447
2491,01639777,47125,1396430602,12079963,Montgomery County,Tennessee,2.74,0.03,2.84,0.05,2.6,0.05,196387,,140.63498731604,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.77853354117969,0.141670568591011
2492,01648579,47127,334684859,3093435,Moore County,Tennessee,2.4,0.13,2.4,0.15,2.4,0.46,6322,,18.889411426885,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.63419954511567,0.033467147519923
2493,01639778,47129,1352439680,823018,Morgan County,Tennessee,2.5,0.09,2.41,0.11,2.83,0.27,21596,,15.9681798156055,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.90603204076672,0.135494347798594
2494,01639779,47131,1411154087,27443197,Obion County,Tennessee,2.36,0.05,2.39,0.07,2.31,0.12,30520,,21.6276877777983,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.93228717654052,0.144443123659367
2495,01639780,47133,1122721526,3492728,Overton County,Tennessee,2.42,0.07,2.44,0.09,2.33,0.21,22004,,19.5988047707567,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.58148212243166,0.113059299353564
2496,01639781,47135,1074185950,21034746,Perry County,Tennessee,2.34,0.13,2.36,0.14,2.27,0.31,7912,,7.36557762648078,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.76515835946296,0.108990277341379
2497,01648580,47137,422113134,29822863,Pickett County,Tennessee,2.26,0.18,2.26,0.19,2.25,0.33,5088,,12.0536405768412,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.53135006482167,0.045492055882823
2498,01639782,47139,1125616970,19912651,Polk County,Tennessee,2.33,0.08,2.31,0.1,2.38,0.17,16782,,14.909156886645,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.48635818945866,0.113273519268044
2499,01639783,47141,1038860582,3777708,Putnam County,Tennessee,2.36,0.04,2.46,0.05,2.19,0.08,76440,,73.5806144967391,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.506877371851,0.10440081574075
2500,01639784,47143,816838007,54448370,Rhea County,Tennessee,2.57,0.08,2.55,0.1,2.61,0.2,32628,,39.9442725734969,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.75978505921807,0.0866694296543957
2501,01639785,47145,934286859,88698614,Roane County,Tennessee,2.49,0.06,2.51,0.07,2.41,0.16,52897,,56.6175147284181,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.90231258414976,0.102059903517294
2502,01639786,47147,1233648261,457701,Robertson County,Tennessee,2.69,0.03,2.63,0.05,2.88,0.14,69344,,56.2105116930084,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.76921934060162,0.124173644741229
2503,01639787,47149,1603845509,12453819,Rutherford County,Tennessee,2.76,0.02,2.83,0.03,2.63,0.05,307128,,191.494753251823,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.51151810613664,0.161242695210905
2504,01639788,47151,1378652161,2418741,Scott County,Tennessee,2.48,0.07,2.53,0.11,2.37,0.17,21954,,15.9242487851872,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.97727877909377,0.138790509916459
2505,01652643,47153,688550851,498315,Sequatchie County,Tennessee,2.66,0.1,2.66,0.12,2.69,0.31,14730,,21.392755493087,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.4776446249824,0.0683429940724106
2506,01639789,47155,1534536725,13491055,Sevier County,Tennessee,2.58,0.05,2.49,0.07,2.77,0.15,96287,,62.7466247182843,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.15065165826801,0.154321019738514
2507,01639790,47157,1977649595,55572120,Shelby County,Tennessee,2.62,0.02,2.67,0.02,2.57,0.03,937005,,473.797280554142,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.40380437999505,0.201207070334867
2508,01639791,47159,814020540,28690306,Smith County,Tennessee,2.54,0.07,2.65,0.09,2.2,0.15,19458,,23.9035737353753,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.59973926265783,0.0844981029762308
2509,01639792,47161,1190814527,86082696,Stewart County,Tennessee,2.51,0.11,2.48,0.13,2.6,0.25,13301,,11.1696655511157,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.52133649068239,0.12843961016045
2510,01639793,47163,1070695045,42239171,Sullivan County,Tennessee,2.33,0.03,2.36,0.04,2.25,0.07,156734,,146.385285644056,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.2188768309167,0.111963713201903
2511,01639794,47165,1371149049,35775803,Sumner County,Tennessee,2.71,0.02,2.76,0.04,2.59,0.08,179473,,130.892407452634,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.97192813248864,0.141461886871514
2512,01639795,47167,1187261392,38615040,Tipton County,Tennessee,2.85,0.05,2.82,0.07,2.91,0.15,61446,,51.7543991694122,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.65125954535521,0.121774477812103
2513,01648581,47169,296143584,5960709,Trousdale County,Tennessee,3.01,0.18,3.03,0.24,2.95,0.61,9573,,32.3255357104073,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,0.9976033430409,0.0303458653080879
2514,01648582,47171,481902940,825726,Unicoi County,Tennessee,2.29,0.08,2.29,0.1,2.3,0.17,17780,,36.8953964049275,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.24501488642439,0.0483180801607129
2515,01648583,47173,579055049,61028042,Union County,Tennessee,2.68,0.11,2.63,0.13,2.82,0.26,19293,,33.3180757741739,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.37862683501687,0.0642108711404208
2516,01648584,47175,708142417,2893456,Van Buren County,Tennessee,2.59,0.15,2.61,0.18,2.51,0.44,5704,,8.0548769047964,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.38119648857787,0.0708046894877491
2517,01639796,47177,1120619143,3524884,Warren County,Tennessee,2.54,0.06,2.58,0.08,2.46,0.15,40454,,36.0996867246984,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.6252350165152,0.111918133788079
2518,01639797,47179,845605990,8635315,Washington County,Tennessee,2.3,0.04,2.39,0.04,2.12,0.07,127055,,150.253192979392,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.54126363932063,0.085700358550962
2519,01639798,47181,1901333913,4023436,Wayne County,Tennessee,2.45,0.1,2.45,0.11,2.48,0.25,16649,,8.75648400639452,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.01704119852169,0.188681392424265
2520,01639799,47183,1503107891,3707114,Weakley County,Tennessee,2.28,0.05,2.35,0.06,2.14,0.1,33626,,22.3709822836663,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.94068991751216,0.151178360255621
2521,01639800,47185,975592113,7113369,White County,Tennessee,2.63,0.07,2.71,0.09,2.31,0.22,26580,,27.2449927032159,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.87046342176877,0.0981368488999342
2522,01639801,47187,1509616958,3007980,Williamson County,Tennessee,2.9,0.03,3,0.04,2.47,0.08,218648,,144.836740764805,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.11109250888608,0.150995677140479
2523,01639802,47189,1479119593,32063469,Wilson County,Tennessee,2.68,0.03,2.74,0.04,2.48,0.09,132663,,89.6905163232464,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.29030299650291,0.1513435815607
2524,01383786,48001,2752198848,39810264,Anderson County,Texas,2.69,0.07,2.71,0.09,2.65,0.2,57863,,21.0242802921194,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.72648513759278,0.265934234774849
